dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,9.003344,12.838690,26.557150,4.739014,-6.557905,0.000000,0.709087
0.020000,9.076506,12.896826,26.650619,4.607856,-6.557905,0.000000,0.634430
0.020000,9.151480,12.948095,26.741464,4.476698,-6.557905,-0.000000,0.565879
0.020000,9.227389,12.993023,26.829687,4.345540,-6.557905,0.000000,0.503721
0.020000,9.303485,13.032198,26.915286,4.214382,-6.557905,-0.000000,0.447859
0.020000,9.379155,13.066222,26.998262,4.083224,-6.557905,0.000000,0.397945
0.020000,9.453906,13.095681,27.078615,3.952065,-6.557905,-0.000000,0.353495
0.020000,9.527349,13.121122,27.156345,3.820907,-6.557905,0.000000,0.313970
0.020000,9.599182,13.143040,27.231451,3.689749,-6.557905,0.000000,0.278835
0.020000,9.669170,13.161884,27.303935,3.558591,-6.557905,0.000000,0.247580
0.020000,9.737133,13.178046,27.373795,3.427433,-6.557905,0.000000,0.219746
0.020000,9.802930,13.191877,27.441032,3.296275,-6.557905,0.000000,0.194920
0.020000,9.866456,13.203679,27.505646,3.165117,-6.557905,0.000000,0.172743
0.020000,9.927627,13.213721,27.567637,3.033959,-6.557905,0.000000,0.152899
0.020000,9.986380,13.222235,27.627004,2.902801,-6.557905,0.000000,0.135116
0.020000,10.042666,13.229426,27.683749,2.771643,-6.557905,0.000000,0.119158
0.020000,10.096448,13.235470,27.737870,2.640484,-6.557905,0.000000,0.104823
0.020000,10.147697,13.240525,27.789368,2.509326,-6.557905,0.000000,0.091933
0.020000,10.196391,13.244727,27.838243,2.378168,-6.557905,0.000000,0.080337
0.020000,10.242512,13.248197,27.884495,2.247010,-6.557905,0.000000,0.069903
0.020000,10.286048,13.251038,27.928123,2.115852,-6.557905,0.000000,0.060515
0.020000,10.326989,13.253344,27.969129,1.984694,-6.557905,-0.000000,0.052075
0.020000,10.365326,13.255196,28.007511,1.853536,-6.557905,0.000000,0.044496
0.020000,10.401055,13.256664,28.043270,1.722378,-6.557905,-0.000000,0.037702
0.020000,10.434171,13.257812,28.076406,1.591220,-6.557905,0.000000,0.031628
0.020000,10.464671,13.258694,28.106919,1.460062,-6.557905,0.000000,0.026216
0.020000,10.492553,13.259358,28.134809,1.328904,-6.557905,-0.000000,0.021417
0.020000,10.517815,13.259845,28.160075,1.197745,-6.557905,0.000000,0.017186
0.020000,10.540455,13.260192,28.182719,1.066587,-6.557905,0.000000,0.013488
0.020000,10.560474,13.260430,28.202739,0.935429,-6.557905,-0.000000,0.010289
0.020000,10.577871,13.260585,28.220136,0.804271,-6.557905,-0.000000,0.007562
0.020000,10.592644,13.260680,28.234910,0.673113,-6.557905,0.000000,0.005285
0.020000,10.604795,13.260733,28.247060,0.541955,-6.557905,-0.000000,0.003438
0.020000,10.614322,13.260759,28.256588,0.410797,-6.557905,0.000000,0.002006
0.020000,10.621227,13.260769,28.263492,0.279639,-6.557905,0.000000,0.000976
0.020000,10.625508,13.260772,28.267773,0.148481,-6.557905,0.000000,0.000342
0.020000,10.627407,13.260773,28.269673,0.041451,-5.351495,60.320502,0.000061
0.020000,10.627822,13.260773,28.270087,0.000000,-2.072542,163.947615,0.000000
0.020000,10.627822,13.260773,28.270087,0.000000,0.000000,103.627114,0.000000
